time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-30T01:44:48.350Z,61.7302,-150.7764,54.2,2.1,ml,,,,0.5,ak,ak0201dmzdnb,2020-01-30T01:54:02.931Z,"39km W of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-01-30T01:41:41.170Z,35.6091667,-117.5893333,7.24,1.33,ml,15,103,0.106,0.16,ci,ci39286392,2020-01-30T01:45:18.195Z,"8km E of Ridgecrest, CA",earthquake,0.37,1.14,0.185,20,automatic,ci,ci
2020-01-30T01:38:04.850Z,19.1963329,-155.4628296,33.75,2.02,md,45,148,0.04071,0.13,hv,hv71358167,2020-01-30T01:41:26.760Z,"2km ESE of Pahala, Hawaii",earthquake,0.65,0.85,0.14,9,automatic,hv,hv
2020-01-30T01:31:29.180Z,38.7878342,-122.7631683,1.79,0.58,md,11,76,0.01305,0.02,nc,nc73333491,2020-01-30T02:49:03.017Z,"1km NNW of The Geysers, CA",earthquake,0.32,0.57,0.02,2,automatic,nc,nc
2020-01-30T01:28:06.282Z,35.193,27.91,10,5.6,mww,,46,0.706,1.1,us,us60007jpa,2020-01-30T11:39:22.222Z,"72km ESE of Karpathos, Greece",earthquake,5,1.9,0.056,31,reviewed,us,us
2020-01-30T01:26:09.320Z,35.9598333,-117.3896667,-0.14,1.04,ml,16,80,0.2119,0.24,ci,ci39286376,2020-01-30T01:30:07.111Z,"21km N of Searles Valley, CA",earthquake,0.53,31.61,0.11,9,automatic,ci,ci
2020-01-30T01:22:28.410Z,35.5295,-118.5186667,4.94,1.33,ml,14,83,0.1379,0.18,ci,ci39286368,2020-01-30T01:26:11.088Z,"7km SSW of Bodfish, CA",earthquake,0.4,2.58,0.196,15,automatic,ci,ci
2020-01-30T01:16:11.144Z,58.789,-153.6413,16.9,2.4,ml,,,,0.66,ak,ak0201dmtatc,2020-01-30T01:21:24.858Z,"129km NNW of Kodiak Station, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-30T01:08:08.610Z,36.7683,-115.1443,1.3,1.3,ml,8,263.38,0.535,0.18,nn,nn00716194,2020-01-30T01:11:24.701Z,"50km W of Moapa Town, Nevada",earthquake,,17,,,automatic,nn,nn
2020-01-30T01:03:53.300Z,38.8326683,-122.819664,1.7,0.56,md,9,99,0.01191,0.02,nc,nc73333481,2020-01-30T01:26:02.501Z,"8km NW of The Geysers, CA",earthquake,0.35,1.04,,1,automatic,nc,nc
2020-01-30T01:02:46.077Z,1.5424,126.4892,21.21,4.6,mb,,140,1.164,0.83,us,us60007jp3,2020-01-30T01:28:13.040Z,"128km NW of Kota Ternate, Indonesia",earthquake,8.2,6.5,0.119,21,reviewed,us,us
2020-01-30T01:00:09.420Z,38.8230019,-122.8043365,2.44,1.11,md,27,40,0.004499,0.02,nc,nc73333476,2020-01-30T02:24:02.860Z,"7km NW of The Geysers, CA",earthquake,0.22,0.4,0.2,2,automatic,nc,nc
2020-01-30T00:56:51.299Z,62.9633,-151.1212,126.1,2.2,ml,,,,0.25,ak,ak0201dmgiyi,2020-01-30T01:04:29.726Z,"88km NW of Talkeetna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-01-30T00:47:57.270Z,57.0538,-157.8989,0,2.9,ml,,,,0.75,ak,ak0201dmelw0,2020-01-30T01:02:28.040Z,"105km NNE of Chignik Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-30T00:35:40.540Z,33.864,-116.9155,14.79,1.21,ml,11,113,0.07879,0.26,ci,ci39286344,2020-01-30T00:39:30.599Z,"8km SSW of Banning, CA",earthquake,1.15,1.45,0.488,13,automatic,ci,ci
2020-01-30T00:12:46.470Z,36.0205002,-120.5748367,1.29,0.9,md,9,156,0.03291,0.05,nc,nc73333466,2020-01-30T01:44:02.601Z,"19km NW of Parkfield, CA",earthquake,0.36,1.19,,1,automatic,nc,nc
2020-01-30T00:04:16.319Z,31.1045,-103.2493,1.53,2.8,mb_lg,,52,0.195,0.55,us,us60007jn0,2020-01-30T00:25:17.040Z,"42km SSE of Pecos, Texas",earthquake,2,7.8,0.08,51,reviewed,us,us
2020-01-29T23:46:54.205Z,0.7483,126.3232,15.28,5.7,mww,,25,1.043,0.92,us,us60007jmj,2020-01-30T01:48:56.990Z,"116km W of Kota Ternate, Indonesia",earthquake,6.3,4,0.078,16,reviewed,us,us
2020-01-29T23:38:45.900Z,38.8111649,-122.7913361,2.67,0.61,md,12,70,0.004449,0.02,nc,nc73333451,2020-01-29T23:54:02.972Z,"5km NW of The Geysers, CA",earthquake,0.45,0.77,0.35,2,automatic,nc,nc
2020-01-29T23:36:33.202Z,63.5804,-147.2857,12.8,1.6,ml,,,,0.3,ak,ak0201cchtkn,2020-01-29T23:48:52.643Z,"85km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-29T23:19:35.764Z,38.3882,-96.9095,5,3.1,mb_lg,,61,0.749,0.4,us,us60007jly,2020-01-30T12:32:37.807Z,"10km ENE of Marion, Kansas",earthquake,4.7,2,0.05,106,reviewed,us,us
2020-01-29T23:17:47.943Z,16.9556,-100.0214,10,4.8,mb,,169,1.515,1.18,us,us60007jlz,2020-01-30T07:07:59.963Z,"5km W of Bajos del Ejido, Mexico",earthquake,7.5,1.9,0.038,221,reviewed,us,us
2020-01-29T23:16:03.050Z,19.1706657,-155.4799957,31.45,2.19,ml,51,87,0.02271,0.13,hv,hv71357932,2020-01-29T23:21:38.060Z,"3km S of Pahala, Hawaii",earthquake,0.48,0.75,4.61,7,automatic,hv,hv
2020-01-29T23:14:08.650Z,37.4301682,-122.5528336,1.98,2.31,md,8,208,0.1141,0.16,nc,nc73333446,2020-01-30T00:52:02.305Z,"11km SW of El Granada, CA",earthquake,4,15.54,1.31,2,automatic,nc,nc
2020-01-29T22:56:46.559Z,36.68586731,-97.66986847,2.737847805,1.96,ml,28,67.81526375,0.2052019536,0.4247109506,ok,ok2020caxi,2020-01-29T23:00:16.800Z,"14km SSE of Medford, Oklahoma",earthquake,2.639098667,1.929316462,,22,automatic,ok,ok
2020-01-29T22:44:10.520Z,17.957,-66.9201,9,3.14,md,12,208,0.0447,0.16,pr,pr2020029015,2020-01-30T10:58:39.804Z,"3km S of Guanica, Puerto Rico",earthquake,0.93,0.55,0.33,6,reviewed,pr,pr
2020-01-29T22:23:28.290Z,33.3265,-116.871,10.13,2.14,ml,56,52,0.02793,0.22,ci,ci39286248,2020-01-30T03:36:54.962Z,"3km SSW of Palomar Observatory, CA",earthquake,0.24,0.61,0.161,26,automatic,ci,ci
2020-01-29T22:23:26.100Z,19.3361667,-154.9816667,5.55,3.81,ml,62,214,0.09929,0.13,hv,hv71357897,2020-01-30T08:33:43.838Z,"16km SSW of Leilani Estates, Hawaii",earthquake,0.49,0.35,0.156,41,reviewed,hv,hv
2020-01-29T22:15:57.869Z,36.69398117,-97.68466187,8.072545052,1.67,ml,10,80.75808716,0.2108199894,0.3524585637,ok,ok2020cawe,2020-01-29T22:18:42.008Z,"13km SSE of Medford, Oklahoma",earthquake,4.745078994,6.102326843,,8,automatic,ok,ok
2020-01-29T22:13:22.033Z,7.1796,92.0613,10,4.6,mb,,135,4.498,0.77,us,us60007jkb,2020-01-29T23:33:34.040Z,"163km WSW of Mohean, India",earthquake,8.9,1.9,0.105,27,reviewed,us,us
2020-01-29T22:03:03.420Z,40.3170013,-124.5390015,18.69,2.76,md,10,276,0.2173,0.1,nc,nc73333411,2020-01-30T06:25:45.910Z,"22km W of Petrolia, CA",earthquake,2.75,1.18,0.11,6,automatic,nc,nc
2020-01-29T21:53:56.090Z,38.8018341,-122.7754974,1.39,0.93,md,14,72,0.01211,0.03,nc,nc73333406,2020-01-29T22:50:03.597Z,"3km NNW of The Geysers, CA",earthquake,0.26,0.46,0.11,3,automatic,nc,nc
2020-01-29T21:52:48.720Z,17.9145,-66.9218,9,3.2,md,12,224,0.0741,0.08,pr,pr2020029014,2020-01-30T05:55:22.620Z,"6km SSW of Guanica, Puerto Rico",earthquake,0.7,0.43,0.36,7,reviewed,pr,pr
2020-01-29T21:45:34.416Z,28.7681,91.8299,10,4.5,mb,,107,1.116,0.59,us,us60007jiz,2020-01-29T22:26:10.040Z,"55km S of Naidong, China",earthquake,7.5,1.9,0.076,50,reviewed,us,us
2020-01-29T21:44:50.390Z,19.237833,-155.4320068,33.73,2.14,md,44,123,0.03261,0.14,hv,hv71357842,2020-01-29T21:47:56.710Z,"6km NE of Pahala, Hawaii",earthquake,0.78,0.91,0.13,21,automatic,hv,hv
2020-01-29T21:29:46.260Z,17.8543,-66.8825,12,3.02,md,12,251,0.1208,0.1,pr,pr2020029013,2020-01-30T05:32:18.152Z,"17km SSE of Guanica, Puerto Rico",earthquake,0.76,0.46,0.38,7,reviewed,pr,pr
2020-01-29T21:29:33.900Z,19.3869991,-155.2821655,1.24,1.79,ml,21,59,0.0006299,0.12,hv,hv71357827,2020-01-29T21:35:10.380Z,"6km SW of Volcano, Hawaii",earthquake,0.22,0.25,0.13,10,automatic,hv,hv
2020-01-29T20:53:36.884Z,-30.2366,-72.1411,11.49,4.9,mwr,,154,0.617,0.88,us,us60007jgq,2020-01-29T21:30:12.040Z,"83km WSW of Coquimbo, Chile",earthquake,4.6,4.8,,,reviewed,us,guc
2020-01-29T20:37:42.480Z,38.8334999,-122.8083344,2.71,0.1,md,12,73,0.01488,0.02,nc,nc73333401,2020-01-29T22:10:03.193Z,"8km W of Cobb, CA",earthquake,0.37,1.26,,1,automatic,nc,nc
2020-01-29T20:27:18.162Z,39.4079,-119.8515,13.9,0.3,ml,7,144.96,0.184,0.2016,nn,nn00716190,2020-01-30T02:08:33.963Z,"13km SSW of Reno, Nevada",earthquake,,4,1.02,4,reviewed,nn,nn
2020-01-29T20:12:15.430Z,46.001,-112.4798333,-2,1.65,ml,10,103,0.054,0.12,mb,mb80379634,2020-01-29T20:33:56.390Z,"4km E of Butte, Montana",quarry blast,0.5,31.61,0.158,2,reviewed,mb,mb
2020-01-29T20:08:01.188Z,60.8068,-150.4729,17.2,2,ml,,,,0.38,ak,ak0201cajg8m,2020-01-29T20:12:05.172Z,"34km NNE of Sterling, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-29T19:56:29.254Z,58.234,-152.9933,50.5,2.7,ml,,,,0.36,ak,ak0201ca8d6x,2020-01-29T20:07:01.560Z,"57km NNW of Kodiak Station, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-01-29T19:47:45.050Z,37.5511665,-118.8483353,7.63,1.93,md,21,147,0.04169,0.03,nc,nc73333381,2020-01-29T21:18:01.906Z,"15km W of Toms Place, CA",earthquake,0.39,0.81,0.2,18,automatic,nc,nc
2020-01-29T19:30:42.728Z,61.4197,-152.2852,4.4,1.1,ml,,,,0.15,ak,ak0201ca2tkx,2020-01-29T19:33:01.703Z,"97km NNW of Nikiski, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-01-29T19:26:02.620Z,19.4628333,-155.613,-2.65,1.32,md,31,71,0.01462,0.28,hv,hv71357642,2020-01-29T23:21:46.790Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.33,0.3,0.085,14,reviewed,hv,hv
2020-01-29T19:25:12.510Z,19.6101665,-155.3146667,1.75,2.91,ml,13,248,0.1344,0.28,hv,hv71357627,2020-01-30T03:27:36.783Z,"21km NNW of Volcano, Hawaii",earthquake,3.46,23.48,0.43,3,automatic,hv,hv
2020-01-29T19:23:05.890Z,39.2446667,-109.0081667,7.37,2.2,ml,20,122,0.683,0.14,uu,uu60358222,2020-01-29T19:58:52.139Z,"17km WNW of Loma, Colorado",earthquake,0.4,1.23,0.135,5,reviewed,uu,uu
2020-01-29T19:07:27.103Z,38.4751,-119.4299,10.8,1.6,ml,9,90.44,0.126,0.1792,nn,nn00716162,2020-01-30T02:08:31.114Z,"29km NW of Bridgeport, California",earthquake,,3.7,0,2,reviewed,nn,nn
2020-01-29T19:05:50.976Z,58.6067,-153.9336,0,1.9,ml,,,,0.79,ak,ak0201c9xhbt,2020-01-29T19:09:35.397Z,"118km N of Larsen Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-29T19:03:27.340Z,35.7201653,-121.0961685,7.38,2.16,md,29,138,0.165,0.04,nc,nc73333366,2020-01-29T19:31:03.259Z,"12km NE of San Simeon, CA",earthquake,0.33,1.51,0.22,19,automatic,nc,nc
2020-01-29T18:58:41.215Z,59.3251,-156.8638,0,2.5,ml,,,,0.92,ak,ak0201c9ndx0,2020-01-29T19:09:23.298Z,"71km N of King Salmon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-29T18:54:40.760Z,31.8003333,-116.2226667,18.04,3.4,ml,24,144,0.3101,0.28,ci,ci39286080,2020-01-29T19:56:32.170Z,"34km ENE of Maneadero, B.C., MX",earthquake,0.39,1.01,0.157,72,reviewed,ci,ci
2020-01-29T18:17:30.880Z,35.964,-117.6503333,2.15,1.95,ml,23,46,0.01607,0.15,ci,ci39286048,2020-01-29T18:28:45.660Z,"23km E of Little Lake, CA",earthquake,0.23,0.26,0.141,25,automatic,ci,ci
2020-01-29T18:07:31.086Z,37.1334,44.9028,10,4.9,mb,,63,1.567,1.11,us,us60007jb3,2020-01-30T06:27:50.958Z,"20km WNW of Oshnaviyeh, Iran",earthquake,5.7,1.9,0.056,100,reviewed,us,us
2020-01-29T17:48:14.140Z,35.8648333,-117.658,6.91,1.04,ml,13,101,0.06939,0.13,ci,ci39286024,2020-01-29T21:11:30.558Z,"24km ESE of Little Lake, CA",earthquake,0.29,0.49,0.221,13,reviewed,ci,ci
2020-01-29T17:33:47.010Z,34,-116.4468333,9.59,2.55,ml,76,39,0.0671,0.14,ci,ci39286000,2020-01-29T19:51:43.302Z,"7km NE of Desert Hot Springs, CA",earthquake,0.12,0.26,0.139,109,reviewed,ci,ci
2020-01-29T17:32:05.980Z,37.0493317,-121.0579987,6.6,1.98,md,11,114,0.03185,0.06,nc,nc73333346,2020-01-29T18:01:02.704Z,"18km W of Los Banos, CA",earthquake,0.4,0.62,0.22,14,automatic,nc,nc
2020-01-29T17:29:20.265Z,58.6709,-154.2979,0,1.9,ml,,,,0.58,ak,ak0201c8voxm,2020-01-29T17:32:12.092Z,"125km SSE of Old Iliamna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-29T17:28:06.213Z,38.1692,-118.3419,0,0.2,ml,4,273.72,0.152,0.1083,nn,nn00716164,2020-01-30T02:08:32.260Z,"46km SSE of Hawthorne, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2020-01-29T17:21:09.762Z,38.4848,-119.4471,13.2,1.6,ml,11,103.63,0.136,0.1442,nn,nn00716160,2020-01-30T02:08:29.531Z,"31km NW of Bridgeport, California",earthquake,,3.2,0.33,3,reviewed,nn,nn
2020-01-29T17:03:25.330Z,19.3304996,-155.1894989,3.42,1.89,ml,51,88,0.04956,0.14,hv,hv71357457,2020-01-29T17:09:09.210Z,"12km SSE of Volcano, Hawaii",earthquake,0.35,0.88,3.54,4,automatic,hv,hv
2020-01-29T17:01:28.934Z,58.5831,-154.4784,5.1,1.7,ml,,,,0.42,ak,ak0201c8ppdu,2020-01-29T17:13:46.933Z,"119km NNW of Larsen Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-29T16:56:47.428Z,58.6423,-154.3847,8.7,2.3,ml,,,,0.46,ak,ak0201c8g3rh,2020-01-29T23:07:25.040Z,"124km N of Larsen Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-29T16:09:37.383Z,60.0889,-152.474,88.4,1.8,ml,,,,0.33,ak,ak0201c860bo,2020-01-29T16:13:00.580Z,"46km SSE of Redoubt Volcano, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-01-29T15:52:53.047Z,36.6882,127.9929,10,3.5,ml,,244,0.594,0.44,us,us60007jla,2020-01-29T23:02:34.752Z,"21km WNW of Mungyeong, South Korea",earthquake,3.8,2,0.181,4,reviewed,us,us
2020-01-29T15:50:53.920Z,19.2066669,-155.4218292,35.43,2.12,md,41,143,0.03833,0.13,hv,hv71357377,2020-01-29T15:54:18.460Z,"6km E of Pahala, Hawaii",earthquake,0.62,0.82,0.08,12,automatic,hv,hv
2020-01-29T15:40:47.290Z,65.3125,-144.3652,11.8,1.9,ml,,,,0.66,ak,ak0201c7r8qt,2020-01-29T16:05:07.056Z,"23km SE of Circle Hot Springs Station, Alaska",earthquake,,1.7,,,automatic,ak,ak
2020-01-29T15:36:08.600Z,36.5958328,-121.203331,6.56,2.58,md,36,66,,0.11,nc,nc73333331,2020-01-30T06:42:04.227Z,"9km NW of Pinnacles, CA",earthquake,0.24,0.61,0.17,35,automatic,nc,nc
2020-01-29T15:32:14.540Z,-3.4197,145.5831,10,4.8,mb,,68,2.245,0.77,us,us60007j4z,2020-01-29T22:47:29.040Z,"182km ENE of Angoram, Papua New Guinea",earthquake,3.7,1.9,0.086,42,reviewed,us,us
2020-01-29T15:27:07.829Z,61.3088,-147.4091,16.6,2.1,ml,,,,1.15,ak,ak0201c7odbd,2020-01-29T15:31:08.869Z,"60km WNW of Valdez, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-01-29T15:23:02.630Z,35.8751667,-117.6236667,14.19,1.13,ml,14,127,0.06299,0.22,ci,ci39285904,2020-01-29T15:26:43.322Z,"23km WNW of Searles Valley, CA",earthquake,0.56,0.73,0.135,11,automatic,ci,ci
2020-01-29T15:10:53.063Z,10.2986,93.8113,10,5.1,mb,,87,1.708,0.82,us,us60007j4e,2020-01-29T22:32:31.040Z,"190km SE of Port Blair, India",earthquake,7.4,1.8,0.068,70,reviewed,us,us
2020-01-29T15:03:26.934Z,47.5524,-113.92,27.04,2.7,ml,,76,0.312,0.7,us,us60007jav,2020-01-29T23:06:12.197Z,"13km E of Ronan, Montana",earthquake,3.2,8.8,0.069,28,reviewed,us,us
2020-01-29T15:01:40.526Z,18.962,-80.7386,10,4,mb,,73,3.125,1.08,us,us60007jkp,2020-01-30T03:44:38.080Z,"54km SE of East End, Cayman Islands",earthquake,6.2,2,0.184,8,reviewed,us,us
2020-01-29T14:56:27.770Z,33.6086667,-116.7156667,12.36,0.37,ml,17,66,0.04309,0.21,ci,ci39285872,2020-01-29T15:05:00.444Z,"7km NNW of Anza, CA",earthquake,0.64,0.81,0.154,9,reviewed,ci,ci
2020-01-29T14:53:50.386Z,59.5432,-152.5976,64.5,2.5,ml,,,,0.54,ak,ak0201c78llz,2020-01-30T06:28:33.040Z,"49km WSW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-29T14:53:39.505Z,19.1996,-67.6578,10,3.1,ml,,225,0.893,0.87,us,us60007j3z,2020-01-30T06:27:12.484Z,"98km NW of San Antonio, Puerto Rico",earthquake,6.1,2,0.063,33,reviewed,us,us
2020-01-29T14:53:14.394Z,19.3697,-78.6692,10,5.1,mb,,42,1.565,0.67,us,us60007j3t,2020-01-30T04:18:44.302Z,"114km NNW of Lucea, Jamaica",earthquake,5.8,1.9,0.029,392,reviewed,us,us
2020-01-29T14:41:39.530Z,38.8301659,-122.8056641,1.72,0.44,md,9,85,0.007588,0.01,nc,nc73333326,2020-01-29T14:56:03.063Z,"7km W of Cobb, CA",earthquake,0.39,0.55,0.14,2,automatic,nc,nc
2020-01-29T14:39:39.820Z,47.5665,-113.8723333,6.01,-0.19,md,4,158,0.312,0.03,mb,mb80379639,2020-01-29T20:28:20.370Z,"17km ENE of Ronan, Montana",earthquake,0.71,6.24,,1,reviewed,mb,mb
2020-01-29T14:27:37.320Z,18.9538,-67.6276,7,4.6,ml,12,189,0.5884,0.97,pr,pr2020029007,2020-01-30T11:14:00.044Z,"76km NW of San Antonio, Puerto Rico",earthquake,4.84,31.61,0.1,6,reviewed,pr,pr
2020-01-29T14:22:44.950Z,19.1173,-67.8273,30,3.28,md,10,327,0.8113,0.43,pr,pr2020029009,2020-01-30T06:23:18.040Z,"72km NW of San Antonio, Puerto Rico",earthquake,2.71,26.98,0.36,7,reviewed,pr,pr
2020-01-29T14:14:43.334Z,19.2168,-79.7619,10,4.1,mb,,100,2.329,0.86,us,us60007j36,2020-01-30T06:20:40.040Z,"142km E of East End, Cayman Islands",earthquake,6,2,0.145,13,reviewed,us,us
2020-01-29T14:11:04.100Z,36.9313316,-121.6621704,6.93,2.27,md,33,50,,0.12,nc,nc73333311,2020-01-29T15:55:02.484Z,"5km NNW of Aromas, CA",earthquake,0.27,0.5,0.18,32,automatic,nc,nc
2020-01-29T13:49:50.046Z,-10.3749,161.2802,86.63,6,mww,,26,1.609,0.76,us,us60007j2w,2020-01-29T22:03:25.040Z,"70km W of Kirakira, Solomon Islands",earthquake,7.7,5.4,0.053,34,reviewed,us,us
2020-01-29T13:48:16.588Z,66.0232,-148.0772,3.1,2,ml,,,,0.92,ak,ak0201c6m0x4,2020-01-29T14:01:25.576Z,"130km N of College, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-29T13:42:39.100Z,35.9379997,-120.9486694,11.75,1.79,md,11,219,0.09917,0.02,nc,nc73333296,2020-01-29T15:40:02.801Z,"10km SSW of San Ardo, CA",earthquake,0.89,2.43,0.27,4,automatic,nc,nc
2020-01-29T13:41:34.130Z,44.7988333,-111.4671667,12.73,1.48,ml,27,44,0.157,0.19,mb,mb80379604,2020-01-29T18:16:13.630Z,"32km WNW of West Yellowstone, Montana",earthquake,0.38,0.83,0.132,11,reviewed,mb,mb
